,X,Y_bar,X^2,X*Y_bar,Y_bar^2
0,2.626433145795067,0.11282229862391181,6.8646637013254885,0.29399104685588134,0.01657783157838001
1,2.609295412075507,0.11203832502250569,6.835399743161187,0.2938584963031702,0.01623435914713314
2,2.61876370487144,0.11155826501181793,6.862553434560778,0.29350129953312964,0.0160955719260662
3,2.6228559402938405,0.11032030540396079,6.88345067555488,0.29377716094738593,0.01628025986115213
4,2.612842897553235,0.11201598602044643,6.870767519855006,0.2942195759553935,0.016198040156697676
5,2.6238017091633,0.1125746251820445,6.869764071754197,0.29705347657370723,0.01624675763199652
6,2.6253393827285287,0.11267141068262095,6.850897662984193,0.29179752304757506,0.01604110499008174
7,2.6258167787226707,0.1117751688249185,6.902852732847395,0.29441249654228857,0.01632791864849882
8,2.617491770095309,0.11223398161690312,6.898113009195567,0.29404225195739797,0.016312292280595903
9,2.6221797874118247,0.11176164203761135,6.878652874308314,0.29472069588363364,0.016121886671877094
10,2.6181762306673955,0.11226445615987479,6.882199891483557,0.29406677522662567,0.016204200751723297
11,2.624401658993335,0.11097358427187443,6.879250946858398,0.29385901675923665,0.016435295521240182
12,2.618876494543876,0.11245840640070857,6.853479295824009,0.29298059561083256,0.01610399965383917
13,2.6171099508456983,0.1128343418536326,6.860856008182406,0.2932287113184568,0.016517030104019604
14,2.613789329504661,0.11138815230328715,6.845155768477877,0.2900696946115728,0.015995971123519262
15,2.6190461336989204,0.11212139109105056,6.8297999540347405,0.2950437340077633,0.016268386438510054
16,2.619828181981817,0.1114469893241041,6.89215661517051,0.2953837318622452,0.016228382377251622
17,2.6245980038382952,0.11318934495444079,6.874739277939676,0.29534101460972684,0.016165180086513343
18,2.6143267667394046,0.11197065214162681,6.875003065524066,0.2921256442974794,0.016257228245498745
19,2.6189066805666634,0.11377581199840811,6.887526092155821,0.29588050251839293,0.016442443607425212
20,2.620477392804007,0.11272485365149058,6.876148900308187,0.2920465905982411,0.01604486214275521
21,2.623509519881221,0.11283836899783001,6.865961472014883,0.2957133021948738,0.016645783998663417
22,2.6197209292657186,0.11117006030667133,6.874819747076467,0.29061767028236635,0.01617769339885144
23,2.6279778605083113,0.11231682204478081,6.8993910794162465,0.29259004598268307,0.0162133382274217
24,2.618131285865641,0.11283908721114891,6.884918098066082,0.29736727905164934,0.016460975349696278
25,2.6181716230469627,0.1117509651679593,6.870494014502503,0.29090153664635415,0.016318598574554935
26,2.615187960826865,0.11219162461891645,6.858821555682078,0.2898760033505092,0.016315293808837318
27,2.6211928773174877,0.11216599640207167,6.829758830991517,0.2970612961244986,0.016592615459669124
28,2.626852820564693,0.11257737783102278,6.892787659930262,0.29217455885395577,0.016163604181407325
29,2.614471806978793,0.11113875862295049,6.872691444075088,0.28838453776632333,0.01613164591198153
